報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024年18週(04月29日～05月05日),2024年05月08日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
福岡県,694,5.78,26,0.22,41,0.34,36,0.3,37,0.31,39,0.33,34,0.28,35,0.29,31,0.26,29,0.24,38,0.32,44,0.37,38,0.32,42,0.35,40,0.33,48,0.4,57,0.48,46,0.38,33,0.28
佐賀県,175,7.61,3,0.13,9,0.39,11,0.48,7,0.3,6,0.26,7,0.3,6,0.26,9,0.39,11,0.48,8,0.35,14,0.61,15,0.65,10,0.43,9,0.39,8,0.35,18,0.78,16,0.7,8,0.35
長崎県,190,4.42,7,0.16,6,0.14,5,0.11,13,0.3,13,0.3,8,0.18,10,0.23,12,0.28,6,0.14,15,0.35,13,0.3,12,0.28,11,0.26,10,0.23,13,0.3,18,0.41,10,0.23,8,0.18
熊本県,402,8.04,12,0.24,26,0.52,21,0.42,25,0.5,25,0.5,19,0.38,19,0.38,12,0.24,18,0.36,11,0.22,14,0.28,16,0.32,25,0.5,21,0.42,24,0.48,46,0.92,42,0.84,26,0.52
大分県,283,7.86,11,0.31,16,0.44,14,0.39,17,0.47,13,0.36,15,0.42,12,0.33,12,0.33,18,0.5,16,0.44,13,0.36,17,0.47,18,0.5,17,0.47,16,0.44,21,0.58,23,0.64,14,0.39
宮崎県,247,6.86,13,0.36,6,0.17,11,0.31,12,0.33,10,0.28,10,0.28,13,0.36,10,0.28,16,0.44,14,0.39,13,0.36,11,0.31,23,0.64,10,0.28,14,0.39,21,0.58,19,0.53,21,0.58
鹿児島県,260,5.2,7,0.14,7,0.14,19,0.37,12,0.24,12,0.24,15,0.29,15,0.29,9,0.18,15,0.29,17,0.33,18,0.35,6,0.12,17,0.33,13,0.26,19,0.37,18,0.35,24,0.47,17,0.33
沖縄県,75,2.5,5,0.16,3,0.1,1,0.03,6,0.19,3,0.1,2,0.06,4,0.13,3,0.1,3,0.1,7,0.23,4,0.13,3,0.1,6,0.19,4,0.13,3,0.1,4,0.13,8,0.27,6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘルパンギーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1967,0.63,66,0.02,75,0.02,93,0.03,92,0.03,84,0.03,64,0.02,53,0.02,93,0.03,103,0.03,81,0.03,63,0.02,70,0.02,77,0.02,97,0.03,141,0.05,192,0.06,285,0.09,238,0.08
北海道,21,0.15,1,0.01,1,0.01,1,0.01,3,0.02,0,0,0,0,0,0,4,0.03,5,0.04,1,0.01,0,0,0,0,0,0,1,0.01,0,0,2,0.01,1,0.01,1,0.01
青森県,8,0.22,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,1,0.03,0,0,0,0,2,0.05,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0
岩手県,16,0.41,0,0,3,0.08,6,0.15,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.05,2,0.05,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0
宮城県,10,0.19,0,0,1,0.02,0,0,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,3,0.05,0,0,0,0,0,0,3,0.06,0,0,0,0
秋田県,11,0.33,0,0,1,0.03,1,0.03,0,0,0,0,0,0,2,0.06,0,0,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,1,0.03,1,0.03,0,0
山形県,20,0.71,0,0,1,0.04,0,0,1,0.04,0,0,0,0,4,0.14,4,0.14,7,0.25,2,0.07,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0
福島県,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02
茨城県,45,0.6,3,0.04,3,0.04,5,0.07,3,0.04,2,0.03,2,0.03,0,0,1,0.01,4,0.05,4,0.05,1,0.01,1,0.01,2,0.03,3,0.04,3,0.04,4,0.05,3,0.04,1,0.01
栃木県,11,0.23,1,0.02,0,0,0,0,1,0.02,0,0,0,0,0,0,2,0.04,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,1,0.02
群馬県,88,1.69,0,0,0,0,4,0.08,1,0.02,1,0.02,1,0.02,0,0,2,0.04,5,0.09,2,0.04,2,0.04,2,0.04,3,0.06,7,0.13,6,0.11,13,0.25,23,0.43,16,0.32
埼玉県,46,0.28,2,0.01,4,0.02,2,0.01,1,0.01,3,0.02,2,0.01,0,0,1,0.01,4,0.02,1,0.01,0,0,2,0.01,1,0.01,5,0.03,4,0.02,9,0.06,3,0.02,2,0.01
千葉県,30,0.24,1,0.01,0,0,1,0.01,1,0.01,0,0,3,0.02,0,0,2,0.02,1,0.01,1,0.01,0,0,0,0,2,0.02,3,0.02,6,0.05,3,0.02,4,0.03,2,0.02
東京都,61,0.23,2,0.01,4,0.02,3,0.01,1,0,2,0.01,1,0,4,0.02,1,0,4,0.02,3,0.01,3,0.01,2,0.01,5,0.02,3,0.01,4,0.02,3,0.01,10,0.04,6,0.02
神奈川県,90,0.39,2,0.01,5,0.02,4,0.02,4,0.02,10,0.04,7,0.03,1,0,2,0.01,3,0.01,5,0.02,2,0.01,3,0.01,0,0,9,0.04,7,0.03,12,0.05,6,0.03,8,0.04
新潟県,14,0.25,1,0.02,1,0.02,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,1,0.02,0,0,1,0.02,2,0.04,0,0,2,0.04,0,0,0,0,1,0.02
富山県,46,1.64,5,0.17,5,0.17,5,0.17,4,0.14,2,0.07,2,0.07,2,0.07,4,0.14,4,0.14,0,0,0,0,3,0.1,0,0,4,0.14,0,0,1,0.04,3,0.11,2,0.07
石川県,11,0.39,1,0.04,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.07,2,0.07,1,0.03
福井県,22,0.88,1,0.04,0,0,0,0,2,0.08,0,0,0,0,0,0,0,0,1,0.04,1,0.04,3,0.12,0,0,0,0,0,0,1,0.04,2,0.08,7,0.28,4,0.16
山梨県,4,0.17,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,2,0.08
長野県,15,0.28,1,0.02,0,0,4,0.07,0,0,0,0,1,0.02,0,0,0,0,3,0.06,0,0,1,0.02,1,0.02,0,0,1,0.02,1,0.02,0,0,2,0.04,0,0
岐阜県,14,0.26,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,3,0.06,2,0.04,0,0,1,0.02,0,0,2,0.04,1,0.02,0,0,0,0,0,0,1,0.02,0,0
静岡県,19,0.21,2,0.02,1,0.01,1,0.01,0,0,0,0,1,0.01,1,0.01,0,0,0,0,1,0.01,1,0.01,1,0.01,0,0,2,0.02,2,0.02,1,0.01,5,0.06,0,0
愛知県,26,0.14,1,0.01,0,0,2,0.01,2,0.01,1,0.01,1,0.01,0,0,1,0.01,3,0.02,2,0.01,1,0.01,0,0,1,0.01,3,0.02,0,0,1,0.01,5,0.03,2,0.01
三重県,32,0.71,1,0.02,0,0,0,0,1,0.02,4,0.09,0,0,1,0.02,2,0.04,0,0,0,0,2,0.04,2,0.04,5,0.11,2,0.04,5,0.11,2,0.04,3,0.07,2,0.04
滋賀県,19,0.54,0,0,1,0.03,0,0,1,0.03,3,0.08,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,3,0.08,2,0.06,1,0.03,0,0,0,0,1,0.03,4,0.12
京都府,54,0.72,0,0,0,0,3,0.04,4,0.05,1,0.01,3,0.04,0,0,3,0.04,3,0.04,2,0.03,1,0.01,3,0.04,3,0.04,2,0.03,4,0.05,8,0.1,5,0.06,9,0.12
大阪府,219,1.11,15,0.08,3,0.02,9,0.05,15,0.08,10,0.05,11,0.06,14,0.07,17,0.09,10,0.05,4,0.02,8,0.04,5,0.03,6,0.03,9,0.05,16,0.08,21,0.11,16,0.08,30,0.15
兵庫県,99,0.77,5,0.04,2,0.02,6,0.05,4,0.03,10,0.08,1,0.01,3,0.02,3,0.02,9,0.07,5,0.04,6,0.05,4,0.03,4,0.03,3,0.02,10,0.08,10,0.08,7,0.05,7,0.05
奈良県,25,0.76,0,0,6,0.18,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,2,0.06,0,0,0,0,0,0,0,0,1,0.03,4,0.12,6,0.18,1,0.03,2,0.06
和歌山県,19,0.63,0,0,2,0.07,0,0,2,0.07,0,0,0,0,0,0,1,0.03,3,0.1,0,0,0,0,2,0.07,0,0,0,0,1,0.03,1,0.03,1,0.03,6,0.2
鳥取県,7,0.37,0,0,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,1,0.05,1,0.05,0,0,0,0,1,0.05,0,0,0,0,1,0.05,2,0.11
島根県,19,0.83,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,4,0.17,4,0.17,3,0.13,0,0,1,0.04,2,0.09,1,0.04,0,0,2,0.09
岡山県,19,0.35,1,0.02,0,0,0,0,0,0,1,0.02,0,0,2,0.04,0,0,1,0.02,2,0.04,0,0,0,0,0,0,3,0.06,0,0,1,0.02,3,0.06,5,0.09
広島県,26,0.38,0,0,1,0.01,2,0.03,2,0.03,1,0.01,1,0.01,0,0,2,0.03,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,4,0.06,1,0.01,5,0.07,1,0.01
山口県,17,0.4,0,0,1,0.02,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,2,0.05,0,0,0,0,0,0,9,0.21,1,0.02
徳島県,27,1.17,2,0.09,1,0.04,0,0,0,0,0,0,0,0,0,0,3,0.13,1,0.04,4,0.17,5,0.22,1,0.04,0,0,1,0.04,3,0.13,4,0.17,1,0.04,1,0.04
香川県,27,0.96,0,0,2,0.07,3,0.11,2,0.07,3,0.11,1,0.04,1,0.04,3,0.11,1,0.04,1,0.04,1,0.04,3,0.11,1,0.04,2,0.07,1,0.04,2,0.07,0,0,0,0
愛媛県,225,6.25,2,0.06,6,0.16,6,0.16,6,0.16,11,0.3,4,0.11,3,0.08,5,0.14,7,0.19,5,0.14,5,0.14,2,0.05,11,0.3,6,0.16,16,0.43,23,0.62,63,1.7,44,1.19
高知県,50,2,0,0,1,0.04,4,0.15,3,0.12,4,0.15,0,0,2,0.08,5,0.19,2,0.08,2,0.08,2,0.08,6,0.23,4,0.16,1,0.04,1,0.04,4,0.16,3,0.12,6,0.24
福岡県,72,0.6,1,0.01,3,0.03,3,0.03,4,0.03,4,0.03,3,0.03,0,0,1,0.01,0,0,2,0.02,1,0.01,1,0.01,3,0.03,9,0.08,14,0.12,10,0.08,8,0.07,5,0.04
佐賀県,9,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,2,0.09
長崎県,13,0.3,0,0,1,0.02,0,0,2,0.05,0,0,3,0.07,0,0,1,0.02,0,0,3,0.07,1,0.02,0,0,0,0,0,0,0,0,0,0,2,0.05,0,0
熊本県,52,1.04,3,0.06,3,0.06,7,0.14,7,0.14,1,0.02,1,0.02,4,0.08,0,0,0,0,0,0,2,0.04,0,0,2,0.04,1,0.02,2,0.04,4,0.08,9,0.18,6,0.12
大分県,139,3.86,3,0.08,0,0,0,0,3,0.08,3,0.08,3,0.08,2,0.06,5,0.14,6,0.17,2,0.06,1,0.03,1,0.03,5,0.14,0,0,7,0.19,23,0.64,40,1.11,35,0.97
宮崎県,30,0.83,1,0.03,1,0.03,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,3,0.08,2,0.06,1,0.03,3,0.08,1,0.03,2,0.06,4,0.11,6,0.17,4,0.11
鹿児島県,94,1.88,5,0.1,8,0.16,3,0.06,5,0.1,3,0.06,6,0.12,2,0.04,9,0.18,6,0.12,5,0.1,1,0.02,4,0.08,2,0.04,6,0.12,4,0.08,5,0.1,12,0.24,8,0.16
沖縄県,41,1.37,2,0.06,0,0,1,0.03,1,0.03,0,0,2,0.06,0,0,2,0.06,0,0,2,0.06,0,0,4,0.13,3,0.1,2,0.07,4,0.13,3,0.1,9,0.3,6,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流行性耳下腺炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,1690,0.54,43,0.01,83,0.03,100,0.03,96,0.03,91,0.03,72,0.02,90,0.03,88,0.03,85,0.03,79,0.03,79,0.03,79,0.03,81,0.03,110,0.04,86,0.03,159,0.05,152,0.05,117,0.04
北海道,46,0.34,0,0,2,0.01,2,0.01,3,0.02,4,0.03,3,0.02,4,0.03,1,0.01,3,0.02,3,0.02,4,0.03,5,0.04,1,0.01,1,0.01,1,0.01,5,0.04,2,0.01,2,0.02
青森県,12,0.33,0,0,1,0.03,0,0,1,0.03,1,0.03,0,0,1,0.03,1,0.03,1,0.03,1,0.03,1,0.03,0,0,0,0,0,0,2,0.05,1,0.03,1,0.03,0,0
岩手県,29,0.74,0,0,2,0.05,6,0.15,0,0,2,0.05,2,0.05,3,0.08,1,0.03,1,0.03,1,0.03,0,0,2,0.05,3,0.08,2,0.05,1,0.03,2,0.05,1,0.03,0,0
宮城県,29,0.54,1,0.02,2,0.04,1,0.02,0,0,2,0.04,3,0.05,3,0.05,1,0.02,0,0,1,0.02,2,0.04,3,0.05,1,0.02,1,0.02,3,0.06,2,0.04,1,0.02,2,0.04
秋田県,2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,1,0.03
山形県,8,0.29,0,0,0,0,0,0,2,0.07,0,0,1,0.04,1,0.04,0,0,1,0.04,0,0,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0
福島県,17,0.35,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,1,0.02,1,0.02,3,0.06,2,0.04,3,0.06
茨城県,37,0.49,1,0.01,0,0,2,0.03,1,0.01,0,0,2,0.03,5,0.07,2,0.03,2,0.03,3,0.04,1,0.01,0,0,2,0.03,1,0.01,3,0.04,8,0.11,2,0.03,2,0.03
栃木県,21,0.44,2,0.04,0,0,0,0,0,0,2,0.04,2,0.04,2,0.04,2,0.04,0,0,4,0.08,0,0,0,0,0,0,3,0.06,1,0.02,1,0.02,2,0.04,0,0
群馬県,39,0.75,0,0,3,0.06,3,0.06,5,0.09,2,0.04,0,0,1,0.02,2,0.04,1,0.02,1,0.02,4,0.08,2,0.04,2,0.04,1,0.02,3,0.06,4,0.08,4,0.08,1,0.02
埼玉県,152,0.94,7,0.04,7,0.04,10,0.06,12,0.07,8,0.05,6,0.04,6,0.04,10,0.06,3,0.02,4,0.02,6,0.04,9,0.05,6,0.04,12,0.07,6,0.04,13,0.08,17,0.11,10,0.06
千葉県,83,0.66,5,0.04,4,0.03,2,0.02,7,0.06,4,0.03,2,0.02,3,0.02,7,0.06,3,0.02,1,0.01,4,0.03,3,0.02,2,0.02,5,0.04,4,0.03,15,0.12,6,0.05,6,0.05
東京都,220,0.84,0,0,16,0.06,15,0.06,10,0.04,13,0.05,13,0.05,10,0.04,8,0.03,14,0.05,12,0.05,13,0.05,10,0.04,9,0.03,15,0.06,11,0.04,18,0.07,14,0.05,19,0.07
神奈川県,140,0.61,0,0,5,0.02,9,0.04,11,0.05,9,0.04,2,0.01,8,0.03,4,0.02,9,0.04,7,0.03,4,0.02,3,0.01,10,0.04,7,0.03,11,0.05,13,0.06,14,0.06,14,0.06
新潟県,25,0.45,1,0.02,1,0.02,2,0.04,1,0.02,0,0,0,0,2,0.04,4,0.07,2,0.04,1,0.02,3,0.05,2,0.04,2,0.04,0,0,2,0.04,1,0.02,0,0,1,0.02
富山県,5,0.18,1,0.03,1,0.03,0,0,0,0,0,0,0,0,2,0.07,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石川県,6,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07,2,0.07,0,0,1,0.03,0,0,0,0,0,0,1,0.03,0,0
福井県,7,0.28,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,0,0,2,0.08
山梨県,7,0.29,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,2,0.08,0,0
長野県,24,0.44,0,0,1,0.02,0,0,0,0,0,0,1,0.02,2,0.04,0,0,0,0,3,0.06,3,0.06,2,0.04,3,0.06,0,0,2,0.04,2,0.04,2,0.04,3,0.06
岐阜県,21,0.4,1,0.02,1,0.02,3,0.06,0,0,0,0,0,0,0,0,1,0.02,1,0.02,0,0,1,0.02,5,0.09,1,0.02,1,0.02,0,0,3,0.06,1,0.02,2,0.04
静岡県,74,0.83,2,0.02,2,0.02,1,0.01,3,0.03,6,0.07,8,0.09,4,0.04,7,0.08,4,0.04,5,0.06,5,0.06,3,0.03,5,0.06,4,0.04,1,0.01,5,0.06,6,0.07,3,0.03
愛知県,87,0.48,3,0.02,2,0.01,4,0.02,7,0.04,2,0.01,5,0.03,1,0.01,2,0.01,5,0.03,8,0.04,7,0.04,2,0.01,6,0.03,7,0.04,4,0.02,10,0.05,9,0.05,3,0.02
三重県,11,0.24,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,3,0.07,1,0.02,0,0,0,0,1,0.02,0,0,0,0,1,0.02,0,0,3,0.07,0,0
滋賀県,15,0.43,1,0.03,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,2,0.06,3,0.08,0,0,2,0.06,2,0.06,2,0.06
京都府,29,0.39,1,0.01,3,0.04,2,0.03,1,0.01,3,0.04,0,0,4,0.05,1,0.01,3,0.04,1,0.01,0,0,1,0.01,1,0.01,1,0.01,2,0.03,2,0.03,1,0.01,2,0.03
大阪府,93,0.47,4,0.02,3,0.02,5,0.03,6,0.03,5,0.03,3,0.02,6,0.03,3,0.02,10,0.05,4,0.02,4,0.02,5,0.03,2,0.01,5,0.03,5,0.03,8,0.04,10,0.05,5,0.03
兵庫県,70,0.55,1,0.01,5,0.04,5,0.04,2,0.02,5,0.04,2,0.02,5,0.04,4,0.03,7,0.05,3,0.02,1,0.01,3,0.02,3,0.02,2,0.02,2,0.02,10,0.08,7,0.05,3,0.02
奈良県,10,0.3,0,0,0,0,0,0,1,0.03,2,0.06,0,0,0,0,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,2,0.06,3,0.09
和歌山県,17,0.57,0,0,1,0.03,0,0,1,0.03,2,0.07,1,0.03,0,0,1,0.03,2,0.07,0,0,1,0.03,1,0.03,0,0,1,0.03,1,0.03,1,0.03,2,0.07,2,0.07
鳥取県,8,0.42,0,0,0,0,0,0,1,0.05,0,0,0,0,1,0.05,1,0.05,2,0.11,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,2,0.11
島根県,12,0.52,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,1,0.04,1,0.04,0,0,0,0,0,0,2,0.09,3,0.13,1,0.04,0,0,1,0.04,1,0.04
岡山県,26,0.48,2,0.04,1,0.02,3,0.06,1,0.02,0,0,1,0.02,1,0.02,2,0.04,1,0.02,2,0.04,1,0.02,0,0,0,0,4,0.07,1,0.02,0,0,4,0.07,2,0.04
広島県,22,0.32,1,0.01,1,0.01,0,0,2,0.03,1,0.01,1,0.01,0,0,1,0.01,1,0.01,1,0.01,1,0.01,0,0,1,0.01,2,0.03,3,0.04,1,0.01,5,0.07,0,0
山口県,5,0.12,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,2,0.05,1,0.02
徳島県,6,0.26,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04,2,0.09,0,0,0,0,0,0,0,0,2,0.09,0,0
香川県,16,0.57,0,0,0,0,2,0.07,1,0.04,2,0.07,1,0.04,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,1,0.04,0,0,4,0.14,0,0,4,0.14
愛媛県,15,0.42,0,0,1,0.03,2,0.05,2,0.05,2,0.05,1,0.03,1,0.03,2,0.05,0,0,0,0,0,0,0,0,2,0.05,1,0.03,0,0,1,0.03,0,0,0,0
高知県,5,0.2,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0,1,0.04
福岡県,72,0.6,4,0.03,4,0.03,1,0.01,0,0,4,0.03,1,0.01,4,0.03,2,0.02,2,0.02,0,0,2,0.02,4,0.03,4,0.03,5,0.04,4,0.03,9,0.08,12,0.1,10,0.08
佐賀県,11,0.48,0,0,0,0,1,0.04,1,0.04,2,0.09,1,0.04,0,0,0,0,1,0.04,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,0,0
長崎県,11,0.26,0,0,0,0,0,0,1,0.02,1,0.02,0,0,0,0,3,0.07,0,0,0,0,0,0,0,0,0,0,3,0.07,0,0,2,0.05,0,0,1,0.02
熊本県,25,0.5,1,0.02,1,0.02,2,0.04,2,0.04,2,0.04,5,0.1,0,0,1,0.02,0,0,2,0.04,0,0,0,0,3,0.06,3,0.06,2,0.04,0,0,0,0,1,0.02
大分県,28,0.78,0,0,3,0.08,2,0.06,0,0,0,0,0,0,2,0.06,1,0.03,1,0.03,3,0.08,1,0.03,1,0.03,3,0.08,3,0.08,1,0.03,2,0.06,4,0.11,1,0.03
宮崎県,17,0.47,0,0,2,0.06,1,0.03,2,0.06,0,0,2,0.06,0,0,2,0.06,0,0,1,0.03,0,0,2,0.06,1,0.03,1,0.03,1,0.03,1,0.03,1,0.03,0,0
鹿児島県,35,0.7,3,0.06,0,0,7,0.14,4,0.08,0,0,1,0.02,2,0.04,0,0,1,0.02,0,0,1,0.02,1,0.02,3,0.06,5,0.1,2,0.04,1,0.02,3,0.06,1,0.02
沖縄県,40,1.33,1,0.03,6,0.19,3,0.1,1,0.03,3,0.1,1,0.03,1,0.03,4,0.13,1,0.03,0,0,1,0.03,2,0.06,0,0,3,0.1,2,0.07,6,0.2,4,0.13,1,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
急性出血性結膜炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,149,0.22,10,0.01,11,0.02,5,0.01,6,0.01,5,0.01,7,0.01,5,0.01,4,0.01,9,0.01,12,0.02,6,0.01,8,0.01,8,0.01,7,0.01,12,0.02,13,0.02,13,0.02,8,0.01
北海道,1,0.03,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
青森県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
岩手県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮城県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
秋田県,3,0.5,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,1,0.14,0,0
山形県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
福島県,2,0.15,0,0,0,0,1,0.08,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
茨城県,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
栃木県,2,0.17,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
群馬県,2,0.14,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
埼玉県,21,0.51,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,2,0.05,1,0.02,0,0,1,0.02,2,0.05,3,0.07,3,0.07,2,0.05,0,0,0,0,2,0.05,1,0.02
千葉県,10,0.3,1,0.03,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,1,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,3,0.09,1,0.03,2,0.06
東京都,9,0.23,0,0,1,0.03,0,0,1,0.03,0,0,0,0,0,0,0,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,1,0.03,2,0.05
神奈川県,24,0.49,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,1,0.02,0,0,1,0.02,0,0,2,0.04,1,0.02,2,0.04,7,0.14,2,0.04,4,0.09,2,0.05
